科目番号,科目名,,単位数,,,,,,,,,,,,,,,
HB21231,スポーツ医学とは?フロントランナーに聞いてみよう!!,,1.0,,,,,,,,,,,,,,,
HB21240,アジア救急医学集中講座,,1.0,,,,,,,,,,,,,,,
HB31107,医学の基礎,,11.0,,,,,,,,,,,,,,,
HB31122,医療概論I,,2.0,,,,,,,,,,,,,,,
HB31123,医療・福祉現場でのふれあい等,,2.0,,,,,,,,,,,,,,,
HB31131,基礎医学研究の最前線,,1.0,,,,,,,,,,,,,,,
HB31141,医学統計学,,1.0,,,,,,,,,,,,,,,
HB31152,研究室演習,,2.0,,,,,,,,,,,,,,,
HB32102,研究室演習I,,3.0,,,,,,,,,,,,,,,
HB32122,医療概論I-B,,2.0,,,,,,,,,,,,,,,
HB32127,機能・構造と病態I,,27.0,,,,,,,,,,,,,,,
HB32157,医療概論II,,2.0,,,,,,,,,,,,,,,
HB32212,English Medical Terminology I,,1.0,,,,,,,,,,,,,,,
HB32235,医学の基礎B,,9.0,,,,,,,,,,,,,,,
HB32424,臨床解剖学,,1.0,,,,,,,,,,,,,,,
HB33112,研究室演習II,,3.0,,,,,,,,,,,,,,,
HB33127,機能・構造と病態II,,37.0,,,,,,,,,,,,,,,
HB33157,医療概論III,,3.0,,,,,,,,,,,,,,,
HB33212,English Medical Terminology II,,2.0,,,,,,,,,,,,,,,
HB34112,研究室演習III,,3.0,,,,,,,,,,,,,,,
HB34117,医療概論IV,,2.0,,,,,,,,,,,,,,,
HB34147,クリニカル・クラークシップ準備学習,,18.0,,,,,,,,,,,,,,,
HB34153,社会医学実習,,2.0,,,,,,,,,,,,,,,
HB34163,M4クリニカル・クラークシップ(Phase IA),,11.0,,,,,,,,,,,,,,,
HB35153,M5クリニカル・クラークシップ (Phase IB、Phase IIA),,22.0,,,,,,,,,,,,,,,
HB36151,医学総括,,10.0,,,,,,,,,,,,,,,
HB36163,医療概論V,,2.0,,,,,,,,,,,,,,,
HB36173,M6クリニカル・クラークシップ (Phase IIB),,4.0,,,,,,,,,,,,,,,
HB36183,M6アドヴァンスト・エレクティヴズ,,11.0,,,,,,,,,,,,,,,
HB36193,研究室実習,,15.0,,,,,,,,,,,,,,,
HB37122,専門語学(英語)C,,1.0,,,,,,,,,,,,,,,
HB37142,専門語学(英語)E,,1.0,,,,,,,,,,,,,,,
HB37162,専門語学(英語)G,,3.0,,,,,,,,,,,,,,,
HB37232,専門語学(英語)N,,1.0,,,,,,,,,,,,,,,
HB37242,専門語学(英語)O,,1.0,,,,,,,,,,,,,,,
HB37252,専門語学(英語)P,,1.0,,,,,,,,,,,,,,,
HB37412,総合診療塾,,1.0,,,,,,,,,,,,,,,
HB37502,専門語学(ロシア語),,3.0,,,,,,,,,,,,,,,
HC19007,国際ヘルスケア学術協定校研修,,2.0,,,,,,,,,,,,,,,
HC19017,国際ヘルスケア学術協定校研修II,,1.0,,,,,,,,,,,,,,,
HC20001,人間関係論,,1.0,,,,,,,,,,,,,,,
HC20021,心の健康と相談活動,,1.0,,,,,,,,,,,,,,,
HC20121,行動科学,,1.0,,,,,,,,,,,,,,,
HC20142,看護専門英語,,2.0,,,,,,,,,,,,,,,
HC20151,コミュニティ・エンパワメント論,,1.0,,,,,,,,,,,,,,,
HC20152,看護専門英語,,1.0,,,,,,,,,,,,,,,
HC21031,臨床薬理学,,1.0,,,,,,,,,,,,,,,
HC21071,人体機能学,,2.0,,,,,,,,,,,,,,,
HC21081,人体構造学,,2.0,,,,,,,,,,,,,,,
HC21091,人体の代謝と栄養,,1.0,,,,,,,,,,,,,,,
HC21151,遺伝と健康,,1.0,,,,,,,,,,,,,,,
HC21191,疾病の治療と看護I,,2.0,,,,,,,,,,,,,,,
HC21211,疾病の治療と看護II,,2.0,,,,,,,,,,,,,,,
HC21221,子どもの健康と障害,,1.0,,,,,,,,,,,,,,,
HC21231,老化と健康,,1.0,,,,,,,,,,,,,,,
HC21261,子どもの健康と障害,,1.0,,,,,,,,,,,,,,,
HC22021,疫学,,2.0,,,,,,,,,,,,,,,
HC22081,保健統計学,,2.0,,,,,,,,,,,,,,,
HC22091,国際保健学,,1.0,,,,,,,,,,,,,,,
HC22101,医療経済学,,1.0,,,,,,,,,,,,,,,
HC22151,障害理解,,1.0,,,,,,,,,,,,,,,
HC22231,保健医療福祉行政論I,,1.0,,,,,,,,,,,,,,,
HC22241,保健医療福祉行政論II,,1.0,,,,,,,,,,,,,,,
HC22251,環境保健,,1.0,,,,,,,,,,,,,,,
HC30071,看護生命倫理,,1.0,,,,,,,,,,,,,,,
HC30141,基礎看護学概論,,1.0,,,,,,,,,,,,,,,
HC30162,フィジカルアセスメント,,2.0,,,,,,,,,,,,,,,
HC30181,看護過程,,2.0,,,,,,,,,,,,,,,
HC30183,看護技術実習,,1.0,,,,,,,,,,,,,,,
HC30191,基本看護技術,,3.0,,,,,,,,,,,,,,,
HC30192,基本看護技術演習,,2.0,,,,,,,,,,,,,,,
HC30193,看護過程実習,,2.0,,,,,,,,,,,,,,,
HC30201,フィジカルアセスメント,,2.0,,,,,,,,,,,,,,,
HC31081,公衆衛生看護学概論,,2.0,,,,,,,,,,,,,,,
HC31111,職域における保健活動,,1.0,,,,,,,,,,,,,,,
HC32051,臨床看護学概論,,1.0,,,,,,,,,,,,,,,
HC32071,臨床看護方法論,,2.0,,,,,,,,,,,,,,,
HC32081,臨床看護方法論,,3.0,,,,,,,,,,,,,,,
HC32083,臨床看護学実習(クリティカルケア),,2.0,,,,,,,,,,,,,,,
HC32093,臨床看護学実習(セルフケア),,2.0,,,,,,,,,,,,,,,
HC33011,精神看護学概論,,1.0,,,,,,,,,,,,,,,
HC33023,精神看護学実習,,2.0,,,,,,,,,,,,,,,
HC33051,精神看護方法論,,2.0,,,,,,,,,,,,,,,
HC33061,精神看護方法論,,2.0,,,,,,,,,,,,,,,
HC34001,高齢者看護学概論,,1.0,,,,,,,,,,,,,,,
HC34041,高齢者看護方法論,,2.0,,,,,,,,,,,,,,,
HC34051,高齢者看護方法論,,2.0,,,,,,,,,,,,,,,
HC34073,高齢者看護学実習,,2.0,,,,,,,,,,,,,,,
HC34083,高齢者看護学実習,,2.0,,,,,,,,,,,,,,,
HC35033,母性看護学実習,,2.0,,,,,,,,,,,,,,,
HC35043,ウィメンズヘルス看護学実習,,2.0,,,,,,,,,,,,,,,
HC35051,ウィメンズヘルス看護学概論,,1.0,,,,,,,,,,,,,,,
HC35201,母性看護方法論,,2.0,,,,,,,,,,,,,,,
HC35211,ウィメンズヘルス看護学方法論,,2.0,,,,,,,,,,,,,,,
HC36131,小児・発達看護方法論,,1.0,,,,,,,,,,,,,,,
HC36143,小児・発達看護学実習(保育所・施設ふれあい実習),,1.0,,,,,,,,,,,,,,,
HC36153,小児・発達看護学実習(病院実習),,1.0,,,,,,,,,,,,,,,
HC36161,子どもの発達支援学概論,,1.0,,,,,,,,,,,,,,,
HC36171,子どもの発達支援方法論,,2.0,,,,,,,,,,,,,,,
HC36173,子どもの発達支援実習（保育所・施設ふれあい実習）,,1.0,,,,,,,,,,,,,,,
HC36183,子どもの発達支援実習（病院実習）,,1.0,,,,,,,,,,,,,,,
HC36191,生涯発達と家族支援,,2.0,,,,,,,,,,,,,,,
HC37001,在宅看護概論,,1.0,,,,,,,,,,,,,,,
HC37011,在宅看護方法論,,1.0,,,,,,,,,,,,,,,
HC37013,在宅看護実習,,2.0,,,,,,,,,,,,,,,
HC37021,地域・在宅看護論,,1.0,,,,,,,,,,,,,,,
HC37031,地域・在宅看護方法論,,2.0,,,,,,,,,,,,,,,
HC37033,地域・在宅看護論実習,,2.0,,,,,,,,,,,,,,,
HC37041,家族病理とメンタルヘルス,,1.0,,,,,,,,,,,,,,,
HC40003,ヘルスプロモーション実習I,,2.0,,,,,,,,,,,,,,,
HC40011,ヘルスプロモーションと看護,,1.0,,,,,,,,,,,,,,,
HC40013,ヘルスプロモーション実習II,,2.0,,,,,,,,,,,,,,,
HC40023,応用看護学実習,,2.0,,,,,,,,,,,,,,,
HC40031,看護マネジメント,,1.0,,,,,,,,,,,,,,,
HC40041,災害看護学,,1.0,,,,,,,,,,,,,,,
HC40051,国際看護学,,1.0,,,,,,,,,,,,,,,
HC40061,研究方法概論,,2.0,,,,,,,,,,,,,,,
HC40072,応用看護学演習I(OSCE),,1.0,,,,,,,,,,,,,,,
HC40082,応用看護学演習II(IBT),,1.0,,,,,,,,,,,,,,,
HC40092,看護学探究演習,,6.0,,,,,,,,,,,,,,,
HC40112,医療チーム連携演習,,1.0,,,,,,,,,,,,,,,
HC40121,看護学探究概説,,2.0,,,,,,,,,,,,,,,
HC40122,看護学探究演習,,4.0,,,,,,,,,,,,,,,
HC41001,公衆衛生看護活動論,,2.0,,,,,,,,,,,,,,,
HC41003,公衆衛生看護学実習,,3.0,,,,,,,,,,,,,,,
HC41031,公衆衛生看護活動方法論,,4.0,,,,,,,,,,,,,,,
HC41051,公衆衛生看護学応用論,,2.0,,,,,,,,,,,,,,,
HC41052,公衆衛生看護学応用論,,4.0,,,,,,,,,,,,,,,
HC41061,公衆衛生看護管理論,,2.0,,,,,,,,,,,,,,,
HC42001,養護概説,,1.0,,,,,,,,,,,,,,,
HC90002,国際ヘルスケア演習,,4.0,,,,,,,,,,,,,,,
HC90003,ヘルスケア実習I(介護施設),,4.0,,,,,,,,,,,,,,,
HC90011,国際ヘルスケア概論,,1.0,,,,,,,,,,,,,,,
HC90012,国際ヘルスケア演習,,6.0,,,,,,,,,,,,,,,
HC90013,ヘルスケア実習II(医療施設),,4.0,,,,,,,,,,,,,,,
HE13001,医療科学キャリアセミナー,,1.0,,,,,,,,,,,,,,,
HE13011,科学実験の基礎,,1.0,,,,,,,,,,,,,,,
HE20013,人体構造学実習,,1.0,,,,,,,,,,,,,,,
HE20033,人体機能学実習,,1.0,,,,,,,,,,,,,,,
HE20053,生化学実習,,1.0,,,,,,,,,,,,,,,
HE20142,イメージング総論,,1.0,,,,,,,,,,,,,,,
HE21001,医学史,,1.0,,,,,,,,,,,,,,,
HE21021,微生物学,,2.0,,,,,,,,,,,,,,,
HE21033,微生物学実習,,1.0,,,,,,,,,,,,,,,
HE21041,基礎医学総論,,2.0,,,,,,,,,,,,,,,
HE21051,医療・生命科学とテクノロジー,,1.0,,,,,,,,,,,,,,,
HE21061,微生物学A,,2.0,,,,,,,,,,,,,,,
HE21101,生命倫理学,,1.0,,,,,,,,,,,,,,,
HE22001,保健衛生論,,2.0,,,,,,,,,,,,,,,
HE22011,医療法制,,1.0,,,,,,,,,,,,,,,
HE22021,計量生物学,,1.0,,,,,,,,,,,,,,,
HE22031,実践英語(TOEFL対策),,1.0,,,,,,,,,,,,,,,
HE22121,医療経済学,,1.0,,,,,,,,,,,,,,,
HE23021,医用工学,,1.0,,,,,,,,,,,,,,,
HE23033,医用工学実習,,1.0,,,,,,,,,,,,,,,
HE23041,電磁気学I,,1.0,,,,,,,,,,,,,,,
HE23053,キャリアデザイン研修,,1.0,,,,,,,,,,,,,,,
HE24002,主体性演習,,2.0,,,,,,,,,,,,,,,
HE24021,医科学のための英語I,,2.0,,,,,,,,,,,,,,,
HE24221,医科学英語論文講読の基礎,,1.0,,,,,,,,,,,,,,,
HE30001,臨床病態学,,2.0,,,,,,,,,,,,,,,
HE30021,臨床薬理学,,1.0,,,,,,,,,,,,,,,
HE30031,病態検査学,,3.0,,,,,,,,,,,,,,,
HE30033,臨床薬理学実習,,1.0,,,,,,,,,,,,,,,
HE31001,病理組織学,,2.0,,,,,,,,,,,,,,,
HE31013,病理組織学実習,,2.0,,,,,,,,,,,,,,,
HE31021,細胞検査学,,2.0,,,,,,,,,,,,,,,
HE31031,血液検査学,,2.0,,,,,,,,,,,,,,,
HE31043,血液検査学実習,,1.0,,,,,,,,,,,,,,,
HE32002,生化学成分検査学,,3.0,,,,,,,,,,,,,,,
HE32013,生化学成分検査学実習,,2.0,,,,,,,,,,,,,,,
HE32021,凝固・線溶学,,1.0,,,,,,,,,,,,,,,
HE32051,遺伝子検査学,,1.0,,,,,,,,,,,,,,,
HE32053,遺伝子検査学実習,,1.0,,,,,,,,,,,,,,,
HE32061,RI検査技術学,,1.0,,,,,,,,,,,,,,,
HE32071,医学物理学概論,,1.0,,,,,,,,,,,,,,,
HE32081,法医学概論,,1.0,,,,,,,,,,,,,,,
HE33001,病原微生物学,,2.0,,,,,,,,,,,,,,,
HE33041,免疫検査学,,2.0,,,,,,,,,,,,,,,
HE33043,病原微生物学実習I,,1.0,,,,,,,,,,,,,,,
HE33053,免疫検査学実習,,1.0,,,,,,,,,,,,,,,
HE33061,輸血学,,1.0,,,,,,,,,,,,,,,
HE33063,病原微生物学実習II,,1.0,,,,,,,,,,,,,,,
HE33073,輸血学実習,,1.0,,,,,,,,,,,,,,,
HE34001,生理機能検査学,,4.0,,,,,,,,,,,,,,,
HE34004,神経科学特論,,1.0,,,,,,,,,,,,,,,
HE34013,生理機能検査学実習,,2.0,,,,,,,,,,,,,,,
HE34035,画像検査学,,3.0,,,,,,,,,,,,,,,
HE34101,先端脳科学,,1.0,,,,,,,,,,,,,,,
HE34131,ゲノム医科学,,1.0,,,,,,,,,,,,,,,
HE35002,生体機能診断ワークショップ,,1.0,,,,,,,,,,,,,,,
HE35011,検査情報管理学,,1.0,,,,,,,,,,,,,,,
HE35021,医療情報管理学,,1.0,,,,,,,,,,,,,,,
HE35041,医学検査学フロンティア,,2.0,,,,,,,,,,,,,,,
HE35051,多職種連携医療学概論,,1.0,,,,,,,,,,,,,,,
HE35053,医学検査学実習,,1.0,,,,,,,,,,,,,,,
HE35061,医学検査学,,1.0,,,,,,,,,,,,,,,
HE35071,医療科学概論,,1.0,,,,,,,,,,,,,,,
HE35081,検査機器学,,1.0,,,,,,,,,,,,,,,
HE36111,細胞・発生工学,,1.0,,,,,,,,,,,,,,,
HE36121,ためになる内分泌代謝学,,1.0,,,,,,,,,,,,,,,
HE36151,胚操作・動物実験法(実験動物学),,1.0,,,,,,,,,,,,,,,
HE36161,ためになる血液学,,1.0,,,,,,,,,,,,,,,
HE36191,バイオインフォマティクス,,1.0,,,,,,,,,,,,,,,
HE36201,自己免疫疾患・アレルギー疾患の病態と臨床,,1.0,,,,,,,,,,,,,,,
HE36211,検査医学とスポーツ医学の密接な接点,,1.0,,,,,,,,,,,,,,,
HE36221,実践的オンラインコンテンツ・ツール活用論,,1.0,,,,,,,,,,,,,,,
HE37101,医療工学,,1.0,,,,,,,,,,,,,,,
HE37141,人工臓器学,,1.0,,,,,,,,,,,,,,,
HE38001,漢方医学のパラダイム,,1.0,,,,,,,,,,,,,,,
HE39012,ケア・コロキウム,,1.0,,,,,,,,,,,,,,,
HE39013,臨床実習,,8.0,,,,,,,,,,,,,,,
HE39023,卒業研究,,4.0,,,,,,,,,,,,,,,
HE39033,臨床実習,,12.0,,,,,,,,,,,,,,,
HE39505,医療安全管理学,,2.0,,,,,,,,,,,,,,,
HE40011,病原微生物学,,2.0,,,,,,,,,,,,,,,
HE40061,医科学専門語学 I,,3.0,,,,,,,,,,,,,,,
HE40071,医科学専門語学 II,,3.0,,,,,,,,,,,,,,,
HE40081,医療科学特論I,,1.0,,,,,,,,,,,,,,,
HE40091,医療科学特論II,,1.0,,,,,,,,,,,,,,,
HE40102,医科学演習,,1.0,,,,,,,,,,,,,,,
HE40112,研究演習,,2.0,,,,,,,,,,,,,,,
HE40113,卒業研究,,8.0,,,,,,,,,,,,,,,
HE40131,血液検査学,,2.0,,,,,,,,,,,,,,,
HE40141,凝固・線溶学,,1.0,,,,,,,,,,,,,,,
HE40151,臨床病態学,,2.0,,,,,,,,,,,,,,,
HE40161,血管生物学のトピックス,,1.0,,,,,,,,,,,,,,,
HE40201,免疫検査学,,2.0,,,,,,,,,,,,,,,
HE40231,臨床薬理学,,1.0,,,,,,,,,,,,,,,
HE40263,医科学演習,,1.0,,,,,,,,,,,,,,,
HE40272,研究演習,,2.0,,,,,,,,,,,,,,,
HE40273,卒業研究,,8.0,,,,,,,,,,,,,,,
HE41170,国際生命医科学研修,,1.0,,,,,,,,,,,,,,,
HE41175,国際生命医科学,,1.0,,,,,,,,,,,,,,,
HE41181,健幸医科学グループワーク,,1.0,,,,,,,,,,,,,,,
HE41190,国際生命医科学研修II,,1.0,,,,,,,,,,,,,,,
HE41200,国際生命医科学研修III,,1.0,,,,,,,,,,,,,,,
HE41210,国際生命医科学研修IV,,1.0,,,,,,,,,,,,,,,
HE41215,国際生命医科学II,,1.0,,,,,,,,,,,,,,,
HE41220,国際生命医科学研修V,,1.0,,,,,,,,,,,,,,,
HE41225,国際生命医科学III,,1.0,,,,,,,,,,,,,,,
HE41241,遺伝子検査学,,1.0,,,,,,,,,,,,,,,
Q137123,総合実習(成人看護学分野),,2.0,,,,,,,,,,,,,,,
UAA2012,日本語と学問I,,3.0,,,,,,,,,,,,,,,
UAC1011,統計学基礎,,3.0,,,,,,,,,,,,,,,
UAC1021,実践統計,,3.0,,,,,,,,,,,,,,,
UAD2011,自然科学基礎I,,4.0,,,,,,,,,,,,,,,
UAE2014,人文社会科学基礎I,,4.0,,,,,,,,,,,,,,,
UBB2014,日本文化と社会の理解I,,2.0,,,,,,,,,,,,,,,
UBF1012,時事課題論考演習I,,5.0,,,,,,,,,,,,,,,
UBF1022,時事課題論考演習II,,6.0,,,,,,,,,,,,,,,
UBF2012,時事課題解析演習I,,6.0,,,,,,,,,,,,,,,
UMPU191,Philosophy and Current Issues,,2.0,,,,,,,,,,,,,,,
UMPU212,National Language A,,2.0,,,,,,,,,,,,,,,
UMPU311,Integrity and Anti-Corruption,,2.0,,,,,,,,,,,,,,,
VB10001,General Introduction to Global Issues,,3.0,,,,,,,,,,,,,,,
VB10011,Methodology for Global Issues,,3.0,,,,,,,,,,,,,,,
VB10012,Seminars on Global Issues III,,6.0,,,,,,,,,,,,,,,
VB10013,Practical Training on Global Issues III,,6.0,,,,,,,,,,,,,,,
VB10018,Graduation Research I,,3.0,,,,,,,,,,,,,,,
VB10028,Graduation Research II,,3.0,,,,,,,,,,,,,,,
VB10038,Graduation Research I,,3.0,,,,,,,,,,,,,,,
VB10048,Graduation Research II,,3.0,,,,,,,,,,,,,,,
VB20001,Literacy in Global Issues (Environment),,3.0,,,,,,,,,,,,,,,
VB20012,Seminars on Global Issues A-I,,6.0,,,,,,,,,,,,,,,
VB20013,Practical Training on Global Issues A-I,,3.0,,,,,,,,,,,,,,,
VB20022,Seminars on Global Issues A-II,,6.0,,,,,,,,,,,,,,,
VB20023,Practical Training on Global Issues A-II,,3.0,,,,,,,,,,,,,,,
VB30001,Literacy in Global Issues (Human),,3.0,,,,,,,,,,,,,,,
VB30012,Seminars on Global Issues B-I,,6.0,,,,,,,,,,,,,,,
VB30013,Practical Training on Global Issues B-I,,3.0,,,,,,,,,,,,,,,
VB30022,Seminars on Global Issues B-II,,6.0,,,,,,,,,,,,,,,
VB30023,Practical Training on Global Issues B-II,,3.0,,,,,,,,,,,,,,,
W140008,卒業研究,,6.0,,,,,,,,,,,,,,,
W140102,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140112,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140122,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140132,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140142,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140152,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140162,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140172,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140182,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140192,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140202,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140212,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140222,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140232,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140242,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140252,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W140262,専門語学B(独語),,2.0,,,,,,,,,,,,,,,
W140272,専門語学B(英語),,2.0,,,,,,,,,,,,,,,
W150011,スポーツ哲学,,1.0,,,,,,,,,,,,,,,
W150021,スポーツ倫理学,,1.0,,,,,,,,,,,,,,,
W150041,武道学II,,1.0,,,,,,,,,,,,,,,
W150061,現代スポーツ論,,1.0,,,,,,,,,,,,,,,
W150091,メンタルトレーニングの原理と方法,,1.0,,,,,,,,,,,,,,,
W150102,アダプテッド・スポーツ科学,,1.0,,,,,,,,,,,,,,,
W150111,運動学習心理学,,1.0,,,,,,,,,,,,,,,
W150121,スポーツ健康心理学,,1.0,,,,,,,,,,,,,,,
W150131,スポーツと企業,,1.0,,,,,,,,,,,,,,,
W150141,レジャー論,,1.0,,,,,,,,,,,,,,,
W150151,スポーツ政策学II,,1.0,,,,,,,,,,,,,,,
W150161,運動観察論,,1.0,,,,,,,,,,,,,,,
W150171,スポーツ技術論,,1.0,,,,,,,,,,,,,,,
W150181,スポーツ戦術論,,1.0,,,,,,,,,,,,,,,
W150191,身体表現論,,1.0,,,,,,,,,,,,,,,
W150211,動きの解剖学,,1.0,,,,,,,,,,,,,,,
W150221,運動適応生理学,,1.0,,,,,,,,,,,,,,,
W150231,コンディショニングのスポーツ生化学,,1.0,,,,,,,,,,,,,,,
W150241,健康体力マネジメント,,1.0,,,,,,,,,,,,,,,
W150261,パフォーマンスと体力,,1.0,,,,,,,,,,,,,,,
W150271,運動栄養学II,,1.0,,,,,,,,,,,,,,,
W150291,アンチ・ドーピング,,1.0,,,,,,,,,,,,,,,
W150301,スポーツ医学II(内科系),,1.0,,,,,,,,,,,,,,,
W150311,スポーツ医学III(外科系),,1.0,,,,,,,,,,,,,,,
W150321,スポーツバイオメカニクスII,,1.0,,,,,,,,,,,,,,,
W150331,スポーツ用具の力学とバイオメカニクス,,1.0,,,,,,,,,,,,,,,
W150351,精神保健学,,1.0,,,,,,,,,,,,,,,
W150361,健康社会学,,1.0,,,,,,,,,,,,,,,
W160011,スポーツ教育論,,1.0,,,,,,,,,,,,,,,
W160021,保健体育教師論,,1.0,,,,,,,,,,,,,,,
W160041,体育のカリキュラムマネジメント,,1.0,,,,,,,,,,,,,,,
W160051,武道教育論,,1.0,,,,,,,,,,,,,,,
W160071,学校武道指導論,,1.0,,,,,,,,,,,,,,,
W160081,指導者のための体力測定法,,1.0,,,,,,,,,,,,,,,
W160091,体育指導のバイオメカニクス,,1.0,,,,,,,,,,,,,,,
W160111,学校保健学II,,1.0,,,,,,,,,,,,,,,
W160121,保健科内容論,,1.0,,,,,,,,,,,,,,,
W160131,スポーツ統計学,,1.0,,,,,,,,,,,,,,,
W160141,コミュニティ・スポーツの経営・政策論,,1.0,,,,,,,,,,,,,,,
W160151,体育・スポーツ行政学,,1.0,,,,,,,,,,,,,,,
W160161,地方自治とスポーツ政策,,1.0,,,,,,,,,,,,,,,
W160171,スポーツ法学,,1.0,,,,,,,,,,,,,,,
W160181,健康づくり政策論,,1.0,,,,,,,,,,,,,,,
W160191,サクセスフルエイジング論,,1.0,,,,,,,,,,,,,,,
W160221,運動療法論,,1.0,,,,,,,,,,,,,,,
W160231,スポーツ傷害の予防とリハビリテーション,,1.0,,,,,,,,,,,,,,,
W160241,スポーツメディア論,,1.0,,,,,,,,,,,,,,,
W160251,スポーツサービス業と経営戦略,,1.0,,,,,,,,,,,,,,,
W160261,アダプテッド・スポーツ教育,,1.0,,,,,,,,,,,,,,,
W160271,スポーツ産業とイベント・プロモーション,,1.0,,,,,,,,,,,,,,,
W160281,スポーツリスクマネジメント論,,1.0,,,,,,,,,,,,,,,
W160301,オリンピック教育,,1.0,,,,,,,,,,,,,,,
W160311,スポーツタレント発掘論,,1.0,,,,,,,,,,,,,,,
W160321,スポーツ選手の栄養管理,,1.0,,,,,,,,,,,,,,,
W160331,指導者のためのスポーツ生化学,,1.0,,,,,,,,,,,,,,,
W160341,スポーツを通じた開発,,1.0,,,,,,,,,,,,,,,
W160352,体育・スポーツ科学のための英語演習,,1.0,,,,,,,,,,,,,,,
W160361,スポーツキャリア形成I,,1.0,,,,,,,,,,,,,,,
W160371,スポーツキャリア形成II,,1.0,,,,,,,,,,,,,,,
W160381,スポーツキャリア形成III,,1.0,,,,,,,,,,,,,,,
W160405,介護予防運動の理論と実技,,1.0,,,,,,,,,,,,,,,
W160421,運動部活動の指導と経営,,1.0,,,,,,,,,,,,,,,
W160443,キャリア形成インターンシップA,,1.5,,,,,,,,,,,,,,,
W160453,キャリア形成インターンシップB,,1.5,,,,,,,,,,,,,,,
W160463,キャリア形成インターンシップC,,1.5,,,,,,,,,,,,,,,
W160472,体育授業観察・分析法演習,,2.0,,,,,,,,,,,,,,,
W160483,剣道特別実習,,1.5,,,,,,,,,,,,,,,
W160511,スポーツの技術を自然科学から考える,,1.0,,,,,,,,,,,,,,,
W160521,オリンピック・スタディーズ,,1.0,,,,,,,,,,,,,,,
W160531,スポーツの技術を人文社会科学から考える,,1.0,,,,,,,,,,,,,,,
W160541,スポーツ企業ビジネス論,,1.0,,,,,,,,,,,,,,,
W160551,体育学探究チュートリアル,,1.0,,,,,,,,,,,,,,,
W170011,保健体育科(体力づくり運動)指導法,,1.0,,,,,,,,,,,,,,,
W171012,種目別コーチング演習I,,1.0,,,,,,,,,,,,,,,
W171022,種目別コーチング演習II,,2.0,,,,,,,,,,,,,,,
W171032,種目別コーチング演習III,,2.0,,,,,,,,,,,,,,,
W180012,体育・スポーツ学共通演習A,,1.0,,,,,,,,,,,,,,,
W180022,体育・スポーツ学共通演習B,,1.0,,,,,,,,,,,,,,,
W180032,体育・スポーツ学共通演習C,,1.0,,,,,,,,,,,,,,,
W180042,体育哲学演習I,,2.0,,,,,,,,,,,,,,,
W180052,体育哲学演習II,,1.0,,,,,,,,,,,,,,,
W180062,体育哲学演習III,,2.0,,,,,,,,,,,,,,,
W180072,体育史・スポーツ人類学演習I,,2.0,,,,,,,,,,,,,,,
W180082,体育史・スポーツ人類学演習II,,1.0,,,,,,,,,,,,,,,
W180092,体育史・スポーツ人類学演習III,,2.0,,,,,,,,,,,,,,,
W180102,武道学演習I,,2.0,,,,,,,,,,,,,,,
W180112,武道学演習II,,1.0,,,,,,,,,,,,,,,
W180122,武道学演習III,,2.0,,,,,,,,,,,,,,,
W180132,スポーツ社会学演習I,,2.0,,,,,,,,,,,,,,,
W180142,スポーツ社会学演習II,,1.0,,,,,,,,,,,,,,,
W180152,スポーツ社会学演習III,,2.0,,,,,,,,,,,,,,,
W180162,体育・スポーツ経営学演習I,,2.0,,,,,,,,,,,,,,,
W180172,体育・スポーツ経営学演習II,,1.0,,,,,,,,,,,,,,,
W180182,体育・スポーツ経営学演習III,,2.0,,,,,,,,,,,,,,,
W180192,スポーツ政策学演習I,,2.0,,,,,,,,,,,,,,,
W180202,スポーツ政策学演習II,,1.0,,,,,,,,,,,,,,,
W180212,スポーツ政策学演習III,,2.0,,,,,,,,,,,,,,,
W180222,スポーツ産業学演習I,,2.0,,,,,,,,,,,,,,,
W180232,スポーツ産業学演習II,,1.0,,,,,,,,,,,,,,,
W180242,スポーツ産業学演習III,,2.0,,,,,,,,,,,,,,,
W180252,体育科教育学演習I,,2.0,,,,,,,,,,,,,,,
W180262,体育科教育学演習II,,1.0,,,,,,,,,,,,,,,
W180272,体育科教育学演習III,,2.0,,,,,,,,,,,,,,,
W180282,体育心理学演習I,,2.0,,,,,,,,,,,,,,,
W180292,体育心理学演習II,,1.0,,,,,,,,,,,,,,,
W180302,体育心理学演習III,,2.0,,,,,,,,,,,,,,,
W180312,アダプテッド体育・スポーツ学演習I,,2.0,,,,,,,,,,,,,,,
